_TYPE_,_FREQ_,sev_mild,sev_mod,sev_sev,age,female,Sev,t,adj_surv,adj_surv_se
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,0,1,
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,0.9780821918,0.9846790366,0.0152203824
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,2.3698630137,0.96821177,0.022181455
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,5.4356164384,0.946212069,0.0307420938
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,6.6630136986,0.921555819,0.0386127263
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,7.5945205479,0.8911068685,0.0478780035
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,7.6849315068,0.8599618565,0.0554256074
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,7.7397260274,0.8291977234,0.0614036775
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,7.7698630137,0.7992284769,0.0661137629
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,7.7945205479,0.7689412252,0.0702235177
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,8.1342465753,0.7328838487,0.0756192088
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,9.1095890411,0.6816068345,0.0859183905
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,9.3315068493,0.6300178971,0.0936258507
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,9.7616438356,0.5769255646,0.0996950289
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,10.024657534,0.5123718431,0.1076090466
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,10.02739726,0.4459212934,0.1127276473
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,10.789041096,0.3609244969,0.1201758469
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,11.021917808,0.2316572744,0.134680255
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,11.024657534,0.1381233484,0.1140528546
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,11.093150685,0.0688915695,0.0803574156
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,11.909589041,0.0258407722,0.0433546168
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,13,0.0018322914,0.0065688408
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mild,14.843835616,3.3961846E-8,4.8872075E-7
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,0,1,
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,1,0.9817390652,0.0181644603
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,1.4328767123,0.9632400749,0.0257085741
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,1.5260273973,0.9444770004,0.0315088664
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,1.6465753425,0.9254080589,0.0364114177
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,2.6410958904,0.9061534173,0.0406864101
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,3.0164383562,0.8861622099,0.0447327258
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,3.2356164384,0.8660671485,0.0483538571
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,4.8712328767,0.8384344867,0.0545244821
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,4.9753424658,0.8110826483,0.0596345915
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,5.9534246575,0.7806581723,0.0651599001
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,5.9835616438,0.7493010598,0.0701351228
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,5.9945205479,0.7172868951,0.0745551597
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,6.1671232877,0.6848080713,0.0784138706
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,6.7232876712,0.6525505423,0.0816073483
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,7.2876712329,0.5930731119,0.0940504081
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,8.3698630137,0.518041745,0.1088551212
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,9.3506849315,0.4368022488,0.1189115133
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,9.8794520548,0.3441823879,0.1246858459
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,10.775342466,0.254786071,0.1201782548
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,10.942465753,0.1611553173,0.1063539189
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,11.175342466,0.0161803625,0.042643172
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,11.539726027,0.000193558,0.0012073746
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Mod,11.835616438,2.3979067E-9,3.9796651E-8
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Severe,0,1,
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Severe,0.701369863,0.9661970186,0.0334111266
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Severe,0.7616438356,0.9316658412,0.0471658134
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Severe,0.9150684932,0.8963262277,0.0576339259
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Severe,1.1863013699,0.8599722344,0.0664036764
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Severe,1.4657534247,0.8226689932,0.0739745656
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Severe,1.495890411,0.7844545679,0.0805988273
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Severe,1.6,0.7449152289,0.0865411073
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Severe,1.9452054795,0.7038526878,0.0918873036
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Severe,2.6493150685,0.6622521585,0.0964008986
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Severe,2.997260274,0.618498548,0.100489994
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Severe,3.1095890411,0.5727925659,0.1040260521
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Severe,4.501369863,0.518436131,0.1086316921
0,129,0.503875969,0.3410852713,0.1550387597,2.2934055432,0.2868217054,Severe,4.5643835616,0.4650147211,0.1111183144
